357,223,164,2962,3854,172,1605,360
408,214,164,2952,3862,172,1573,390
410,212,164,2938,3956,173,1574,386
437,205,206,2930,3914,204,1575,379
438,200,206,2926,3894,207,1595,358
397,198,207,2965,3823,194,1633,322
397,197,207,2890,3791,199,1632,322
397,191,206,2844,3687,144,1617,295
397,180,207,2847,3682,146,1621,297
384,202,207,2912,3680,150,1619,335
374,196,165,2836,3743,189,1651,333
360,181,207,2855,3705,181,1637,331
333,174,207,2860,3628,178,1574,318
253,163,207,2840,3619,177,1564,305
230,163,207,2868,3562,172,1562,304
194,158,207,2900,3541,163,1558,278
198,158,206,2890,3565,154,1563,273
259,177,165,2867,3568,153,1570,273
309,196,207,2969,3580,154,1545,272
309,195,207,3032,3605,154,1535,272
302,183,207,3020,3513,154,1535,270
290,165,207,3000,3471,154,1535,277
329,165,207,2860,3434,155,1530,240
390,174,206,2912,3393,148,1332,229
427,176,207,2919,3225,147,1230,220
427,220,207,2919,3315,145,1175,215
427,219,165,2910,3292,145,1141,184
427,217,207,2856,3263,145,1082,170
422,211,207,2808,3227,144,1064,167
419,211,208,2768,3210,120,1063,171
413,191,207,2830,3180,120,1010,171
402,184,207,2808,3173,114,995,206
391,179,207,2784,3050,115,994,203
389,180,189,2792,3058,115,995,195
387,174,231,2774,3068,116,1044,176
388,196,218,2698,2983,116,1086,133
388,214,217,2675,2952,116,980,138
388,215,218,2554,2918,113,978,119
383,233,218,2623,2973,113,973,119
389,316,206,2674,3016,113,952,116
380,307,207,2632,3008,114,947,115
358,328,208,2614,2954,113,947,115
348,308,190,2605,2838,152,935,136
338,309,176,2503,2823,148,928,112
318,227,92,2419,2840,146,930,112
318,227,92,2419,2840,146,930,112
279,288,123,2469,2753,146,918,113
280,304,165,2398,2752,147,914,111
320,305,165,2419,2637,135,917,87
303,341,165,2457,2560,135,955,125
303,342,165,2459,2515,136,988,129
297,321,166,2343,2521,136,1025,125
297,321,165,2366,2459,136,1026,126
303,322,166,2314,2418,125,1026,161
303,310,166,2314,2423,127,1018,178
324,310,166,2330,2263,164,1042,179
324,258,166,2194,2131,165,1074,180
309,265,165,2220,1952,165,1088,180
299,289,166,2251,1988,165,1083,178
257,290,165,2228,1899,165,1077,177
256,290,165,2242,1809,165,941,173
256,267,166,2238,1823,136,744,172
254,268,164,2173,1771,128,746,172
234,266,165,2061,1711,125,843,171
231,261,165,2073,1718,125,858,171
200,212,165,1992,1747,125,825,170
187,186,147,1957,1775,114,827,170
185,187,133,1925,1782,114,818,170
187,187,133,1855,1679,102,795,170
173,181,123,1948,1587,102,767,141
174,169,122,1943,1537,102,760,141
163,167,122,1925,1489,103,749,140
169,125,123,1849,1472,98,787,140
167,123,122,1821,1310,96,753,140
164,122,122,1784,1298,72,746,140
162,120,123,1685,1105,76,750,140
175,119,122,1710,1141,77,749,140
153,118,122,1668,1148,78,731,139
152,112,123,1671,1214,78,717,139
151,135,122,1641,1204,79,689,125
136,149,123,1621,1155,79,688,125
86,149,122,1625,1137,79,677,125
50,140,122,1619,1181,80,683,114
50,133,164,1630,1198,80,724,114
50,127,163,1615,1199,69,702,114
50,116,122,1610,1154,69,663,114
50,114,123,1618,1099,69,647,114
50,112,123,1626,1035,69,640,103
50,111,122,1670,1075,69,625,103
93,110,123,1681,1069,69,610,100
93,140,123,1603,1073,70,604,97
84,169,158,1574,1011,70,580,133
84,168,144,1550,1008,119,560,133
81,166,102,1563,1008,120,522,129
85,140,144,1552,933,70,494,137
85,138,102,1630,879,63,452,106
111,134,134,1579,856,59,440,103
111,216,133,1392,777,95,481,100
162,214,175,1525,749,83,488,86
149,214,175,1535,746,78,523,84
146,213,217,1660,746,74,516,149
115,208,175,1661,744,54,606,83
166,206,175,1672,766,51,588,81
154,205,190,1646,806,51,622,144
151,204,151,1650,747,69,606,136
150,199,176,1674,709,107,594,137
149,198,175,1610,731,107,529,159
152,98,176,1588,732,108,524,161
151,187,144,1641,738,89,531,161
152,164,133,1673,730,82,513,163
149,161,133,1771,726,80,487,163
150,161,133,1820,744,80,492,190
150,160,133,1807,726,119,514,198
145,160,132,1790,795,125,557,200
183,160,132,1706,829,126,592,249
161,151,132,1655,936,92,623,232
161,151,174,1639,949,89,542,231
170,151,174,1669,920,126,556,263
167,151,174,1655,979,126,604,243
167,151,174,1639,951,120,601,243
140,76,174,1497,1121,118,633,245
178,76,174,1488,1102,108,652,244
179,76,174,1534,1015,104,626,246
184,75,173,1561,1009,102,602,248
184,76,174,1553,1169,81,599,250
213,76,173,1577,1251,75,593,243
214,63,174,1636,1296,82,613,247
210,63,174,1668,1356,92,654,264
202,63,167,1702,1327,90,644,260
202,63,156,1770,1345,95,644,259
202,63,132,1756,1335,84,606,255
202,62,132,1766,1288,131,607,256
207,62,132,1837,1075,133,669,258
173,61,132,1797,1040,133,759,260
173,76,132,1872,1041,134,856,262
173,116,132,1894,1036,176,866,264
173,116,132,1950,1057,173,895,265
173,56,131,1938,1120,120,897,266
177,57,125,1929,1110,140,981,266
173,57,139,1953,1114,140,935,232
173,57,139,1971,1132,136,906,240
174,57,138,1945,1112,128,780,246
177,57,139,1944,1011,125,784,244
174,57,138,1988,956,123,750,252
174,57,139,1985,951,112,733,249
174,57,122,1957,924,113,727,240
170,57,115,1980,950,102,730,205
171,57,66,1984,949,102,769,204
116,57,101,1907,922,102,765,200
116,56,108,2008,906,102,758,161
116,56,108,2029,904,98,789,141
122,56,108,2048,893,98,806,160
120,57,97,2046,850,96,800,157
161,54,97,2135,844,96,784,152
162,29,98,2112,844,96,741,164
163,106,97,2103,834,96,706,137
124,131,97,2050,826,97,666,128
123,167,56,2033,801,81,666,118
124,235,56,1935,799,81,642,110
115,235,56,1916,861,82,611,95
106,236,56,1912,912,56,712,98
100,236,56,1809,907,39,736,97
94,282,98,1867,897,39,846,129
83,285,98,1792,899,56,713,150
73,285,85,1753,892,56,753,148
73,284,85,1715,852,56,772,142
73,315,42,1704,853,56,881,147
73,333,77,1722,816,57,879,145
73,333,42,1713,844,40,849,183
78,333,42,1646,840,40,839,185
86,334,76,1599,808,40,829,186
132,333,77,1616,766,40,830,173
193,320,118,1518,770,40,825,201
133,319,118,1543,810,40,811,198
132,319,41,1246,807,29,802,198
132,319,41,1246,807,29,802,198
133,315,84,1498,598,23,921,215
193,314,118,1648,733,23,923,218
178,314,84,1575,725,23,928,181
178,314,84,1587,726,23,974,182
178,313,84,1620,727,23,974,213
170,278,118,1679,732,23,971,214
169,278,118,1639,731,23,963,257
170,342,118,1655,704,23,988,212
109,336,76,1714,711,23,1052,212
110,365,77,1735,691,23,1108,212
104,359,119,1766,686,24,1002,212
96,353,119,1799,687,24,920,227
96,341,119,1781,685,24,919,228
119,357,119,1854,656,47,922,147
126,369,85,1689,631,47,924,229
115,371,126,1674,632,94,925,229
116,375,126,1654,617,96,921,231
118,353,161,1692,614,77,915,232
111,400,161,1633,607,78,920,230
100,401,161,1692,608,78,953,231
101,393,161,1697,568,78,974,231
102,394,127,1703,535,78,974,230
93,394,202,1864,515,121,975,230
91,388,243,1826,435,131,966,229
90,376,244,1726,397,131,997,228
135,364,243,1791,394,131,995,228
126,404,244,1805,376,131,1019,225
120,419,243,1776,406,128,1160,225
118,494,244,1765,394,129,1246,224
103,499,213,1739,384,128,1250,224
102,483,243,1707,393,129,1220,224
103,499,244,1724,373,129,1199,224
90,474,210,1687,437,129,1187,218
89,455,210,1709,450,118,1201,215
82,452,245,1761,426,118,1301,260
82,445,236,1745,411,118,1392,258
77,454,236,1797,365,118,1418,256
85,490,226,1752,355,119,1418,257
92,520,219,1753,347,119,1403,290
95,518,170,1755,337,124,1420,288
97,544,160,1747,333,119,1329,205
84,562,160,1817,335,120,1383,205
85,559,160,1818,324,120,1334,285
85,524,160,1754,304,120,1336,285
85,524,160,1896,305,121,1265,277
77,479,160,1942,259,121,1287,277
77,479,160,2002,259,122,1241,264
77,530,159,2003,281,126,1230,264
116,477,143,2003,270,123,1220,264
114,474,128,1891,230,123,1221,264
146,468,128,1929,237,123,1242,304
148,466,129,1954,237,123,1241,306
146,468,117,1960,201,124,1265,306
148,534,118,1978,191,120,1275,306
149,571,118,2047,199,113,1246,306
150,503,118,2025,286,97,1237,306
152,496,117,1983,346,91,1232,307
143,446,117,2059,411,91,1232,307
182,419,107,2038,463,84,1215,307
182,405,107,2102,492,84,1201,307
180,405,108,2097,494,80,1217,308
206,400,183,2183,543,78,1231,308
206,472,218,2248,542,74,1229,308
206,484,218,2321,512,72,1203,308
177,489,218,2281,511,72,1250,309
160,469,167,2407,583,72,1315,310
161,479,166,2431,564,68,1309,275
161,522,166,2473,553,68,1325,270
161,605,166,2377,554,66,1364,188
205,625,166,2360,509,101,1349,229
216,603,166,2347,494,98,1314,184
198,589,166,2345,481,100,1303,174
198,616,166,2370,469,98,1317,173
193,616,166,2415,459,96,1363,174
189,603,166,2487,422,96,1360,175
178,683,207,2473,415,96,1357,175
207,768,207,2476,448,96,1322,175
208,761,207,2419,482,92,1290,164
146,752,191,2456,470,81,1263,149
147,743,178,2409,461,61,1231,97
147,784,177,2524,442,61,1094,98
147,768,149,2587,446,52,1095,111
132,744,136,2605,449,52,1081,139
133,740,136,2687,454,52,1046,105
133,734,117,2694,453,52,1043,105
133,730,109,2689,432,46,1046,138
134,717,108,2763,423,46,1042,145
134,734,109,2729,464,46,996,152
130,752,108,2523,485,46,939,154
141,745,109,2537,486,47,918,184
135,745,109,2372,484,47,898,186
130,736,108,2369,504,47,886,187
129,717,151,2480,573,81,894,188
123,678,118,2440,549,116,886,188
97,659,118,2427,538,112,873,188
96,644,118,2623,538,112,806,188
133,617,118,2699,535,113,775,188
129,610,117,2707,551,113,815,188
130,599,118,2717,549,113,809,188
124,574,117,2802,550,113,798,193
124,565,77,2792,567,114,768,111
124,566,76,2826,518,114,753,143
112,620,76,2749,555,115,747,143
112,629,76,2826,598,115,771,204
106,631,76,2830,611,111,805,204
85,624,76,2798,709,100,839,204
99,603,100,2832,724,100,841,204
98,577,45,2824,723,101,841,204
98,578,34,2666,732,96,849,204
89,566,76,2679,867,97,870,205
89,570,76,2691,902,97,932,205
89,546,118,2694,863,97,1014,207
90,573,75,2782,893,98,1014,207
90,516,117,2734,897,86,1007,224
90,476,118,2657,926,86,956,212
90,442,117,2643,930,93,938,197
90,437,160,2577,934,95,981,197
118,407,160,2606,977,142,969,197
90,370,143,2667,953,168,854,185
119,361,129,2650,979,187,848,183
120,392,129,2599,1084,187,844,184
150,473,129,2652,1077,188,850,158
151,469,160,2656,1065,168,909,145
151,476,161,2494,1095,175,877,140
186,528,118,2331,1154,175,837,124
152,558,201,2366,1243,214,830,123
151,620,159,2335,1310,215,839,123
150,599,159,2263,1355,215,891,153
153,601,201,2261,1396,216,935,151
152,613,159,2238,1451,177,946,152
169,621,171,2247,1464,230,944,186
168,619,159,2255,1434,263,997,174
170,601,117,2082,1404,264,1008,126
172,596,160,2137,1430,264,1049,127
207,581,160,2031,1486,264,1055,126
207,577,76,2047,1516,314,1021,212
199,559,117,2044,1542,375,912,218
262,528,159,2074,1684,376,870,220
262,500,160,1962,1669,428,805,220
262,497,160,1943,1636,446,796,278
262,497,160,1943,1636,446,796,278
289,471,118,1996,1625,447,654,275
289,470,159,2017,1611,478,731,276
283,468,159,1999,1628,475,815,267
275,459,136,1951,1666,443,799,262
267,508,170,1862,1717,512,774,262
266,544,212,1853,1746,515,744,262
265,495,158,1929,1747,515,771,251
255,468,159,1972,1759,506,783,247
254,414,159,1936,1808,505,803,241
253,406,201,1845,1820,575,853,239
227,406,200,1883,1809,480,837,239
226,404,283,1881,1826,481,836,231
225,463,284,1863,1858,479,797,228
195,485,242,1812,1912,470,831,219
180,499,225,1765,1928,452,825,221
179,490,268,1719,2023,520,870,199
168,489,211,1685,1999,515,849,207
167,476,211,1678,1956,562,826,220
166,514,243,1518,1931,484,835,220
165,517,200,1545,1857,456,853,179
164,506,201,1501,1789,466,900,159
163,477,159,1518,1728,379,869,159
203,484,149,1468,1726,385,906,159
181,486,125,1369,1830,555,917,194
181,486,125,1369,1830,555,917,194
142,492,43,1239,1824,513,921,194
142,492,43,1239,1824,513,921,194
142,492,43,1239,1824,513,921,194
198,470,110,1043,1824,448,947,194
198,514,110,1025,1846,416,924,194
245,559,96,1064,1895,454,879,194
216,564,96,1072,1886,489,909,195
265,584,128,1082,1858,466,880,195
263,602,128,1097,1871,464,929,196
261,601,85,1053,1810,463,925,177
247,593,85,1077,1744,449,919,164
243,572,128,1085,1809,427,843,133
237,619,85,1011,1868,406,821,122
235,648,85,1077,1920,398,780,123
235,568,77,1085,1906,351,770,123
233,506,67,1048,1879,389,717,123
187,498,110,971,1933,335,704,117
180,501,96,1009,1952,330,651,150
180,461,42,1005,1962,300,622,111
180,488,42,998,1952,277,653,112
178,531,42,1068,1981,274,636,113
115,528,42,1110,1982,197,647,94
109,526,43,1181,1953,213,642,81
108,521,43,1198,1996,185,667,81
107,513,43,1215,2029,221,709,71
105,512,0,1152,2059,238,730,71
105,508,43,1130,2058,236,790,74
105,505,42,1189,2031,341,735,75
100,500,67,1221,2021,331,725,74
92,500,11,1204,1962,338,723,111
92,528,11,1202,1895,373,704,111
92,534,11,1152,1932,414,695,111
92,540,0,1219,1940,446,716,111
93,540,0,1235,1939,443,725,131
93,523,0,1229,1947,514,713,149
68,520,0,1191,1849,576,706,153
68,516,0,1180,1844,592,738,136
37,456,0,1159,1785,590,710,137
37,406,0,1161,1845,590,697,137
37,382,0,1203,1887,581,658,138
24,297,0,1181,1968,622,643,184
25,289,0,1148,1993,582,621,184
25,283,0,1107,2078,609,645,185
25,273,0,1073,1999,606,644,174
25,173,0,1057,1958,601,643,174
25,171,0,1101,1935,588,636,175
25,158,0,1090,1876,572,609,168
25,156,0,1102,1840,566,597,169
25,144,0,1086,1807,546,585,166
25,141,0,966,1791,540,555,156
25,132,0,913,1723,492,558,162
25,114,0,874,1639,530,556,195
25,111,0,773,1511,479,585,183
25,88,0,760,1455,508,671,171
25,81,0,741,1443,527,653,171
25,70,0,707,1408,517,621,172
17,69,0,698,1366,493,640,172
17,65,0,686,1350,442,620,172
0,64,0,668,1355,535,595,152
0,47,0,593,1315,564,599,132
0,63,0,566,1272,533,585,132
0,71,0,538,1239,513,569,132
0,71,0,537,1132,476,548,132
0,71,0,540,1085,499,527,132
0,71,0,533,1097,517,512,132
0,71,0,522,1113,508,463,132
0,72,0,532,1047,499,459,118
0,68,0,526,959,490,455,118
10,61,42,512,888,509,451,149
10,40,42,460,761,483,415,150
10,40,43,345,701,476,410,60
10,40,42,366,731,467,380,60
11,40,42,361,693,464,371,60
11,40,42,326,660,501,363,61
11,40,42,301,711,498,192,23
11,40,42,297,649,466,192,23
8,39,42,264,611,479,172,20
8,54,42,290,645,451,178,16
8,70,42,263,597,442,173,10
8,58,43,262,523,415,172,0
8,47,43,208,517,398,171,0
8,31,43,206,544,378,201,0
8,19,43,187,589,337,201,0
8,19,43,173,561,312,204,0
6,19,43,163,586,325,242,0
6,19,43,163,559,323,249,0
6,19,43,160,674,352,284,0
6,19,43,197,667,369,278,0
6,19,43,237,664,369,254,0
6,19,43,234,611,351,233,0
6,19,43,232,614,326,224,0
6,19,43,230,558,292,224,0
6,19,43,229,552,268,214,0
11,41,43,202,514,265,241,0
47,80,43,227,511,257,256,0
47,72,43,225,507,212,253,0
48,72,43,225,578,193,244,0
48,72,43,186,593,189,236,0
48,85,43,187,589,185,236,0
48,114,0,187,583,177,234,0
42,114,42,185,580,168,232,0
42,115,42,148,517,159,232,0
42,110,43,149,528,228,245,0
42,121,43,149,517,198,272,0
42,121,43,149,517,198,272,0
42,140,43,149,535,211,245,0
42,140,43,149,565,173,245,0
42,140,43,150,557,173,246,0
42,140,43,138,561,212,246,0
42,138,43,129,557,212,247,0
42,138,43,129,577,211,190,0
42,137,43,129,553,196,213,0
43,136,43,122,527,194,213,0
43,136,43,122,538,186,204,0
43,136,43,122,532,124,204,0
43,122,43,123,527,161,204,0
43,91,43,122,528,184,204,0
43,91,43,123,522,159,203,0
43,91,43,123,509,198,199,0
43,91,43,123,462,189,193,0
43,91,43,124,451,188,189,0
43,91,43,123,447,188,186,0
43,89,43,124,452,230,181,0
43,89,43,124,478,229,169,0
44,87,43,124,489,229,136,0
44,23,43,124,451,226,134,0
44,22,43,124,452,241,167,0
44,22,43,125,452,233,161,60
44,22,43,125,424,199,155,60
44,22,43,125,390,185,151,60
44,22,43,156,411,222,150,60
45,22,43,157,399,208,135,60
45,22,43,157,382,186,113,60
39,22,43,188,315,142,111,60
39,22,43,189,318,129,109,60
39,22,43,178,307,118,108,60
39,22,43,146,291,118,92,60
39,22,43,147,307,118,61,60
39,0,43,187,305,101,65,60
39,0,43,190,312,101,67,60
39,0,43,190,329,78,116,60
39,0,43,190,319,78,115,60
39,0,43,197,273,102,114,60
39,0,43,191,243,128,132,60
34,0,43,213,245,115,131,60
34,0,43,219,245,100,129,60
34,0,43,271,250,88,129,74
34,0,43,274,246,78,130,86
35,0,43,271,253,76,130,86
35,0,43,238,252,70,121,86
35,0,43,239,243,60,121,86
35,0,43,240,228,60,121,86
35,0,43,241,226,55,120,86
35,0,43,243,202,52,120,86
35,0,43,232,218,54,122,86
35,0,43,201,194,52,122,86
35,3,43,185,187,54,100,86
35,23,43,180,180,50,98,86
28,24,43,178,162,42,106,86
28,25,43,184,153,37,108,87
28,25,43,213,138,36,95,87
28,25,43,213,143,35,96,103
28,25,43,236,138,34,94,103
28,25,43,277,135,34,94,100
28,25,43,278,132,32,95,100
28,30,43,279,150,23,95,82
29,34,43,280,153,23,95,90
29,93,43,282,149,13,90,90
29,79,43,280,137,11,100,90
29,79,43,279,132,10,101,70
29,79,43,271,127,9,93,49
20,80,43,262,109,5,84,49
20,32,43,226,66,5,84,49
18,53,43,223,64,4,84,50
18,53,0,263,107,4,84,49
18,53,41,263,118,3,85,50
18,53,41,262,119,3,85,50
18,53,41,262,119,3,85,38
18,55,41,262,129,45,69,38
18,57,41,270,129,50,46,38
18,57,41,270,145,49,40,38
18,57,41,270,158,49,40,38
18,54,41,269,160,49,40,33
18,47,41,271,121,94,40,33
18,47,41,271,107,103,40,33
18,47,41,271,120,103,40,33
18,47,41,249,136,27,40,33
18,47,41,225,137,54,30,64
18,47,33,198,108,54,119,64
18,42,33,172,108,54,112,60
18,40,33,137,123,53,112,60
18,40,33,96,152,59,111,60
18,69,33,96,147,59,108,61
18,76,33,82,152,99,105,61
18,66,33,67,178,100,104,61
18,65,24,67,194,100,102,36
18,65,10,72,191,100,113,96
18,65,11,72,201,88,137,163
18,54,11,72,208,88,134,167
18,54,11,68,210,88,134,160
18,43,11,110,212,89,117,161
18,20,11,110,215,89,117,161
18,20,11,110,236,89,116,158
18,20,11,104,237,89,116,155
18,20,11,104,291,90,117,149
18,20,11,100,287,90,117,145
18,20,11,97,290,129,116,141
18,20,11,97,296,130,116,137
18,20,11,90,375,130,116,137
18,23,11,90,380,131,115,114
18,59,11,122,385,131,116,114
18,50,11,122,377,131,105,114
18,50,11,122,377,131,105,114
18,50,11,119,287,132,97,115
18,51,11,84,277,111,96,100
18,108,11,114,275,111,96,100
18,111,11,138,263,111,97,91
18,111,11,145,276,112,96,93
18,111,11,146,305,112,96,94
18,111,11,146,299,112,79,92
18,111,11,169,280,144,77,88
18,110,11,195,255,149,68,31
18,109,11,193,255,150,129,20
18,109,11,185,256,179,118,20
18,109,11,163,262,177,118,20
18,108,11,174,249,175,118,20
18,107,11,173,239,176,118,20
18,99,11,212,233,178,118,12
18,131,11,211,188,179,118,12
18,132,11,254,183,147,118,12
18,132,11,247,183,148,119,12
18,131,11,233,162,148,120,12
18,162,11,227,158,148,122,12
18,124,11,228,180,151,125,12
18,156,11,228,185,132,124,12
18,157,11,251,186,133,164,12
18,151,11,251,208,122,164,12
18,110,11,251,243,111,164,12
18,110,11,243,290,112,165,12
18,171,11,245,291,108,165,12
18,171,11,263,284,104,165,9
18,171,11,288,285,139,165,9
18,196,11,334,328,149,165,9
18,254,11,334,329,136,167,9
18,263,11,342,339,86,228,37
18,268,11,331,333,86,213,38
18,268,11,332,320,86,213,39
18,267,11,339,351,86,216,40
18,267,11,297,337,87,250,39
18,265,11,304,330,87,247,37
18,263,11,308,321,96,247,37
18,253,11,311,306,96,191,36
18,220,11,335,280,96,192,35
18,203,11,361,279,148,213,34
18,192,11,384,272,148,256,34
18,191,11,385,343,149,257,34
18,192,11,387,227,149,257,39
18,191,11,341,222,146,253,34
18,191,11,253,212,141,182,62
18,185,11,289,231,141,173,68
18,212,11,289,228,142,169,68
18,236,11,386,224,133,159,105
18,213,11,402,225,126,159,98
18,207,11,434,273,124,152,96
18,207,11,469,292,116,135,96
18,204,11,478,293,112,135,96
18,165,11,563,286,112,135,97
18,161,11,566,294,113,135,97
18,161,11,553,292,91,136,97
18,155,11,617,290,92,136,97
18,153,11,639,291,47,126,98
18,153,11,646,288,47,91,98
18,148,11,684,323,47,81,98
18,142,11,691,317,47,58,95
18,145,11,674,296,47,41,95
18,147,11,674,290,47,19,95
18,140,11,688,351,47,8,80
18,126,11,699,362,39,8,57
18,144,11,685,378,39,17,69
18,105,11,698,388,81,53,57
18,152,11,759,386,81,52,56
18,151,11,825,385,103,52,65
18,164,11,825,426,103,51,64
18,188,11,741,416,103,74,63
18,202,11,749,390,103,90,62
18,227,11,696,393,131,89,61
18,201,11,683,437,150,89,43
18,202,11,687,434,151,89,43
18,242,11,724,469,151,89,43
18,234,11,876,463,151,87,32
18,234,11,952,456,140,87,33
18,235,11,944,456,140,127,33
18,235,11,909,437,140,129,33
18,296,11,942,446,124,129,21
18,336,11,943,537,125,129,36
18,312,11,944,626,123,129,60
18,349,11,956,621,121,129,61
18,354,11,944,626,100,129,61
18,361,11,915,617,98,129,82
18,396,11,958,656,137,129,78
18,392,11,1022,669,136,129,79
18,453,11,945,662,129,129,70
18,458,11,972,704,116,129,70
18,440,11,991,706,114,129,51
18,483,11,913,681,114,131,51
18,480,11,932,668,114,132,52
18,470,11,1033,688,114,131,52
18,463,11,1103,664,113,145,52
18,477,11,1150,633,114,173,52
18,406,11,1222,634,114,174,52
18,423,11,1376,676,141,181,52
18,470,11,1624,678,130,245,51
18,552,11,1872,732,149,242,51
18,544,11,2081,745,203,278,51
18,544,11,278,173,23,61,51
18,463,11,1991,804,208,271,38
18,187,11,1603,398,204,101,61
18,187,11,1603,398,204,101,61
18,187,11,1603,398,204,101,61
18,483,11,2600,842,251,225,90
18,555,11,2762,896,249,215,90
18,504,11,2654,963,244,229,90
18,481,11,2755,1002,240,222,90
18,496,11,3002,908,232,211,91
18,509,11,2937,930,229,212,91
18,410,11,2956,913,226,212,91
18,408,11,3006,894,173,212,91
18,400,11,3185,894,170,203,68
18,398,11,3125,906,191,204,98
18,416,11,3016,908,187,256,98
18,416,11,3016,908,187,256,98
18,416,11,3016,908,187,256,98
18,416,11,3016,908,187,256,98
18,416,11,3016,908,187,256,98
18,416,11,3016,908,187,256,98
18,416,11,3016,908,187,256,98
18,416,11,3016,908,187,256,98
18,416,11,3016,908,187,256,98
18,416,11,3016,908,187,256,98
18,416,11,3016,908,187,256,98
18,423,11,3494,931,244,405,152
18,435,11,3483,1003,219,402,152
18,448,11,3500,1031,206,422,152
18,444,11,3572,1069,201,430,152
18,437,11,3583,1112,226,440,152
18,393,11,3663,1144,241,440,152
18,414,11,3648,1211,238,437,194
18,422,11,3590,1224,235,437,195
18,525,11,3610,1183,235,437,179
18,564,11,3499,1151,203,444,180
18,610,11,3565,1103,204,466,165
18,610,11,3565,1103,204,466,165
18,600,11,3705,1027,236,464,165
18,586,11,3699,1008,199,451,165
18,600,11,3857,1077,198,451,165
18,587,11,3973,1154,231,432,165
18,587,11,3980,1188,230,400,165
18,573,11,4013,1187,227,389,165
18,560,11,4046,1162,192,368,165
18,584,0,4020,1222,187,369,165
18,571,42,4088,1226,168,366,165
18,555,42,4189,1201,161,367,165
18,510,42,4179,1213,156,301,165
18,536,42,4391,1180,129,302,175
18,525,42,4215,1189,108,345,155
18,509,42,4086,1228,94,352,155
18,498,42,4247,1235,89,391,164
18,469,42,4298,1094,111,425,137
18,492,42,4305,1130,108,369,137
18,471,42,4388,1130,145,343,137
18,464,42,4351,1109,169,366,138
18,440,42,4285,1136,165,358,127
18,451,42,4031,1152,161,370,127
18,446,42,4129,1185,203,386,126
18,433,84,4150,1215,202,346,127
18,422,42,4005,1199,201,326,127
18,401,84,3910,1183,185,292,169
18,372,84,3626,1141,185,294,139
18,390,84,3561,1170,165,264,139
18,382,66,3569,1136,166,259,139
18,380,59,3521,1116,158,259,139
18,399,96,3449,1130,153,257,118
18,410,96,3467,1102,153,243,97
18,429,85,3449,1070,186,285,54
18,426,85,3521,1052,167,295,77
18,401,85,3404,1035,149,295,49
18,375,85,3378,1002,150,296,49
18,364,85,3270,990,146,323,49
18,346,127,3438,973,137,329,49
18,339,167,3453,947,138,285,49
18,334,168,3510,935,155,280,72
18,326,127,3307,940,122,281,58
18,357,169,3384,871,122,263,114
18,428,127,3249,786,114,249,114
18,440,169,3179,836,115,251,114
